date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:53	24868/24868	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.002A-HCA-SPRO	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-3.html	(from https://www.directives.doe.gov/delegations-documents/002.017-002)
16:56:54	191828/191828	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2026%20Jul%202016%2014:48:20%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-003/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-003/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-003)
16:56:55	24651/24651	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.003b	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-4.html	(from https://www.directives.doe.gov/delegations-documents/002.017-003)
16:56:56	149335/149335	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2016%20May%202016%2014:20:49%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-004/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-004/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-004)
16:56:56	24804/24804	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.004B	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-5.html	(from https://www.directives.doe.gov/delegations-documents/002.017-004)
16:56:58	24672/24672	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.005B	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-6.html	(from https://www.directives.doe.gov/delegations-documents/002.017-005)
16:56:58	206626/206626	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2016%20May%202016%2014:23:55%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-005/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-005/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-005)
16:57:00	24746/24746	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.006A-HCA-WAPA	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-7.html	(from https://www.directives.doe.gov/delegations-documents/002.017-006)
16:57:01	168919/168919	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2016%20May%202016%2014:19:42%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-007/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-007/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-007)
16:57:01	147165/147165	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2016%20May%202016%2014:20:25%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-006/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-006/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-006)
16:57:02	24462/24462	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.007E	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-8.html	(from https://www.directives.doe.gov/delegations-documents/002.017-007)
16:57:03	193485/193485	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2016%20May%202016%2014:19:14%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-008/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-008/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-008)
16:57:04	24706/24706	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.008A-HCA-ID	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-9.html	(from https://www.directives.doe.gov/delegations-documents/002.017-008)
16:57:06	222601/222601	---MCZ	200	added ('OK')	application/pdf	date:Thu,%2012%20Jan%202017%2015:19:43%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-009b/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-009b/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-009b)
16:57:06	24756/24756	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.010B	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-10.html	(from https://www.directives.doe.gov/delegations-documents/002.017-010)
16:57:06	147528/147528	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2016%20May%202016%2014:18:04%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-010/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-010/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-010)
16:57:07	93357/93357	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2007%20Jun%202016%2020:04:50%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-011/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-011/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-011)
16:57:08	24663/24663	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.011a	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-11.html	(from https://www.directives.doe.gov/delegations-documents/002.017-011)
16:57:09	127849/127849	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2007%20Jun%202016%2020:05:40%20GMT	https://www.directives.doe.gov/delegations-documents/002.017-012/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.017-012/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.017-012)
16:57:10	24351/24351	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/022.012	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/022-12.html	(from https://www.directives.doe.gov/delegations-documents/002.017-012)
16:57:10	16057/16057	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jan%202017%2015:57:10%20GMT	https://www.directives.doe.gov/author/Asministrator	/Users/zo/websites/doe/www.directives.doe.gov/author/Asministrator.html	(from https://www.directives.doe.gov/delegations-documents/002.018)
16:57:12	25895/25895	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/024.000B.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/024.000B.html	(from https://www.directives.doe.gov/delegations-documents/002.018)
16:57:12	152679/152679	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2018%20Nov%202014%2018:30:41%20GMT	https://www.directives.doe.gov/delegations-documents/002.018/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.018/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.018)
16:57:13	24176/24176	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/024.01A.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/024.01A.html	(from https://www.directives.doe.gov/delegations-documents/002.018)
16:57:14	24318/24318	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/024.02A.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/024.02A.html	(from https://www.directives.doe.gov/delegations-documents/002.018)
16:57:15	24224/24224	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/024.003.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/024.003.html	(from https://www.directives.doe.gov/delegations-documents/002.018)
16:57:17	26140/26140	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/003.000C-USNS.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.000C-USNS.html	(from https://www.directives.doe.gov/delegations-documents/003.000D)
16:57:17	16057/16057	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jan%202017%2015:57:17%20GMT	https://www.directives.doe.gov/author/Edward%20Bruce%20Held	/Users/zo/websites/doe/www.directives.doe.gov/author/Edward%20Bruce%20Held.html	(from https://www.directives.doe.gov/delegations-documents/003.001D)
16:57:18	25563/25563	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/003.001C	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003-10.html	(from https://www.directives.doe.gov/delegations-documents/003.001D)
16:57:19	16057/16057	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jan%202017%2015:57:19%20GMT	https://www.directives.doe.gov/author/Joseph%20Waddell	/Users/zo/websites/doe/www.directives.doe.gov/author/Joseph%20Waddell.html	(from https://www.directives.doe.gov/delegations-documents/003.001D-01B)
16:57:20	81522/81522	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2004%20Aug%202014%2019:00:47%20GMT	https://www.directives.doe.gov/delegations-documents/003.001D-01B/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.001D-01B/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.001D-01B)
16:57:20	641680/641680	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2019%20Nov%202014%2015:36:36%20GMT	https://www.directives.doe.gov/delegations-documents/003.000D/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.000D/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.000D)
16:57:21	156940/156940	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2016%20Jul%202014%2011:47:16%20GMT	https://www.directives.doe.gov/delegations-documents/003.001D/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.001D/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.001D)
16:57:21	23956/23956	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/003.001-01A.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.001-01A.html	(from https://www.directives.doe.gov/delegations-documents/003.001D-01B)
16:57:22	85529/85529	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2016%20Jul%202014%2011:43:34%20GMT	https://www.directives.doe.gov/delegations-documents/003.001D-02B/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.001D-02B/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.001D-02B)
16:57:23	24075/24075	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/003.001-02A.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.001-02A.html	(from https://www.directives.doe.gov/delegations-documents/003.001D-02B)
16:57:24	229511/229511	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2031%20Jul%202015%2019:16:02%20GMT	https://www.directives.doe.gov/delegations-documents/003.002/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.002/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.002)
16:57:25	28117/28117	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/003.000.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.000.html	(from https://www.directives.doe.gov/delegations-documents/003.002)
16:57:27	223000/223000	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2003%20Aug%202015%2017:51:35%20GMT	https://www.directives.doe.gov/delegations-documents/003.002-01/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.002-01/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.002-01)
16:57:27	64332/64332	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2011%20Jun%202014%2018:49:37%20GMT	https://www.directives.doe.gov/delegations-documents/003.003/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.003/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.003)
16:57:29	48128/48128	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2003%20Mar%202015%2021:03:15%20GMT	https://www.directives.doe.gov/delegations-documents/003.003-01/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.003-01/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.003-01)
16:57:29	24409/24409	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/003.000A.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.000A.html	(from https://www.directives.doe.gov/delegations-documents/003.003-01)
16:57:30	54349/54349	---MCZ	200	added ('OK')	application/pdf	date:Mon,%2004%20Aug%202014%2013:33:51%20GMT	https://www.directives.doe.gov/delegations-documents/003.003-02/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/003.003-02/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/003.003-02)
16:57:30	60917/60917	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2017:01:23%20GMT	https://www.directives.doe.gov/delegations-documents/004.000A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/004.000A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/004.000A)
16:57:31	25269/25269	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/004.000	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/004-2.html	(from https://www.directives.doe.gov/delegations-documents/004.000A)
16:57:31	73479/73479	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:45:14%20GMT	https://www.directives.doe.gov/delegations-documents/005.000/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/005.000/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/005.000)
16:57:32	24580/24580	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/006_000B	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006_000B.html	(from https://www.directives.doe.gov/delegations-documents/006.000C)
16:57:34	477807/477807	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2018%20Nov%202014%2021:01:05%20GMT	https://www.directives.doe.gov/delegations-documents/006.000C/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.000C/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.000C)
16:57:34	24312/24312	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/006.001	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006-9.html	(from https://www.directives.doe.gov/delegations-documents/006.001A)
16:57:36	204707/204707	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2019%20Nov%202014%2015:33:09%20GMT	https://www.directives.doe.gov/delegations-documents/006.002/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.002/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.002)
16:57:36	24096/24096	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/002.004F	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002-35.html	(from https://www.directives.doe.gov/delegations-documents/006.002)
16:57:36	202650/202650	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2017:00:10%20GMT	https://www.directives.doe.gov/delegations-documents/006.001A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.001A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.001A)
16:57:37	101229/101229	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2009%20Jan%202015%2019:36:20%20GMT	https://www.directives.doe.gov/delegations-documents/006.002-01/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.002-01/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.002-01)
16:57:37	58594/58594	---MCZ	200	added ('OK')	application/pdf	date:Thu,%2029%20Jan%202015%2014:24:39%20GMT	https://www.directives.doe.gov/delegations-documents/006.002-02/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.002-02/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.002-02)
16:57:39	24932/24932	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/002.004E	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002-36.html	(from https://www.directives.doe.gov/delegations-documents/002.004-01.pdf)
16:57:39	820308/820308	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:51:21%20GMT	https://www.directives.doe.gov/delegations-documents/002.004-01.pdf/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.004-01.pdf/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.004-01.pdf)
16:57:41	243089/243089	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2004%20Mar%202016%2016:41:38%20GMT	https://www.directives.doe.gov/delegations-documents/002.004-02A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002.004-02A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/002.004-02A)
16:57:42	23858/23858	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/002.004-02	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002-37.html	(from https://www.directives.doe.gov/delegations-documents/002.004-02A)
16:57:44	165664/165664	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2019%20Nov%202014%2015:34:23%20GMT	https://www.directives.doe.gov/delegations-documents/006.003/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.003/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.003)
16:57:44	24364/24364	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/002.001F	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002-38.html	(from https://www.directives.doe.gov/delegations-documents/006.003)
16:57:45	119126/119126	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2019%20Nov%202014%2020:36:10%20GMT	https://www.directives.doe.gov/delegations-documents/006.004/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.004/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.004)
16:57:46	24098/24098	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/002.005D	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002-39.html	(from https://www.directives.doe.gov/delegations-documents/006.004)
16:57:47	24683/24683	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/002.010C	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/002-40.html	(from https://www.directives.doe.gov/delegations-documents/006.005)
16:57:47	194711/194711	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2004%20Mar%202016%2016:52:32%20GMT	https://www.directives.doe.gov/delegations-documents/006.005/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/006.005/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/006.005)
16:57:48	52463/52463	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:34:16%20GMT	https://www.directives.doe.gov/delegations-documents/009.000.pdf/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/009.000.pdf/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/009.000.pdf)
16:57:49	52210/52210	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:37:23%20GMT	https://www.directives.doe.gov/delegations-documents/012.000/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/012.000/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/012.000)
16:57:50	23427/23427	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/204.003.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/204.003.html	(from https://www.directives.doe.gov/delegations-documents/012.000)
16:57:51	94039/94039	---MCZ	200	added ('OK')	application/pdf	date:Tue,%2018%20Nov%202014%2019:08:40%20GMT	https://www.directives.doe.gov/delegations-documents/013.000C/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/013.000C/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/013.000C)
16:57:51	24236/24236	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/013.000B	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/013-2.html	(from https://www.directives.doe.gov/delegations-documents/013.000C)
16:57:52	32749/32749	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:30:09%20GMT	https://www.directives.doe.gov/delegations-documents/013.003.pdf/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/013.003.pdf/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/013.003.pdf)
16:57:52	31446/31446	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:53:08%20GMT	https://www.directives.doe.gov/delegations-documents/013.003-01.pdf/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/013.003-01.pdf/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/013.003-01.pdf)
16:57:53	113859/113859	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2017:00:35%20GMT	https://www.directives.doe.gov/delegations-documents/014.000A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.000A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/014.000A)
16:57:53	23650/23650	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/014.000.pdf	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.000.html	(from https://www.directives.doe.gov/delegations-documents/014.000A)
16:57:54	61120/61120	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:44:52%20GMT	https://www.directives.doe.gov/delegations-documents/014.001B/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.001B/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/014.001B)
16:57:57	24785/24785	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/014.001A	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014-7.html	(from https://www.directives.doe.gov/delegations-documents/014.001B)
16:57:57	57251/57251	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2017:00:54%20GMT	https://www.directives.doe.gov/delegations-documents/014.002A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.002A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/014.002A)
16:57:58	23885/23885	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/014.002	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014-8.html	(from https://www.directives.doe.gov/delegations-documents/014.002A)
16:57:59	60179/60179	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:36:31%20GMT	https://www.directives.doe.gov/delegations-documents/014.003A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.003A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/014.003A)
16:57:59	60807/60807	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:51:52%20GMT	https://www.directives.doe.gov/delegations-documents/014.004A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.004A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/014.004A)
16:58:00	24064/24064	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/014.004	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014-9.html	(from https://www.directives.doe.gov/delegations-documents/014.004A)
16:58:01	57688/57688	---MCZ	200	added ('OK')	application/pdf	date:Fri,%2006%20Mar%202015%2016:36:02%20GMT	https://www.directives.doe.gov/delegations-documents/014.005A/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014.005A/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/014.005A)
16:58:02	23755/23755	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/014.005	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/014-10.html	(from https://www.directives.doe.gov/delegations-documents/014.005A)
16:58:02	50054/50054	---MCZ	200	added ('OK')	application/pdf	date:Wed,%2018%20May%202016%2018:00:36%20GMT	https://www.directives.doe.gov/delegations-documents/015.000C/@@download/file	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/015.000C/@@download/file.pdf	(from https://www.directives.doe.gov/delegations-documents/015.000C)
16:58:03	25045/25045	---M-Z	200	added ('OK')	text/html	etag:%22||324295|en|1|Sunburst%20Theme|0|1484055587.66%22	https://www.directives.doe.gov/delegations-documents/015.000B	/Users/zo/websites/doe/www.directives.doe.gov/delegations-documents/015-7.html	(from https://www.directives.doe.gov/delegations-documents/015.000C)
